"01/22/17 21:09:24" 0150
"01/22/17 21:10:33" 0150
"01/22/17 21:12:10" 0150
"01/22/17 21:15:11" 0150
"01/22/17 21:16:20" 0150
"01/22/17 21:30:11" 0201
"01/22/17 21:35:08" 0192
"01/22/17 21:40:36" 0189
"01/22/17 21:45:07" 0186
"01/22/17 21:50:10" 0183
"01/22/17 21:55:09" 0183
"01/22/17 22:00:10" 0183
"01/22/17 22:05:07" 0183
"01/22/17 22:10:07" 0183
"01/22/17 22:15:10" 0183
"01/22/17 22:20:11" 0183
"01/22/17 22:25:09" 0183
"01/22/17 22:30:10" 0183
"01/22/17 22:35:08" 0183
"01/22/17 22:37:20" 0183
"01/22/17 22:40:52" 0186
"01/22/17 22:41:18" 0183
"01/22/17 23:00:09" 0186
"01/22/17 23:43:18" 0183
"01/22/17 23:47:01" 0183
"01/23/17 00:00:10" 0183
"01/23/17 00:10:58" 0183
"01/23/17 00:18:42" 0183
"01/23/17 00:23:07" 0183
"01/23/17 01:00:09" 0186
"01/23/17 02:00:08" 0189
"01/23/17 03:00:09" 0192
"01/23/17 04:00:10" 0192
"01/23/17 05:00:07" 0192
"01/23/17 06:00:11" 0192
"01/23/17 07:00:10" 0192
"01/23/17 08:00:08" 0195
"01/23/17 09:00:08" 0198
"01/23/17 10:00:08" 0195
"01/23/17 11:00:10" 0198
"01/23/17 12:00:09" 0201
"01/23/17 13:00:13" 0204
"01/23/17 14:00:09" 0207
"01/23/17 15:00:09" 0210
"01/23/17 16:00:09" 0213
"01/23/17 17:00:10" 0213
"01/23/17 19:00:09" 0216
"01/23/17 20:00:07" 0207
"01/23/17 21:00:37" 0201
"01/23/17 23:00:10" 0198
"01/24/17 00:00:09" 0198
"01/24/17 01:00:09" 0201
"01/24/17 02:00:10" 0198
"01/24/17 03:00:10" 0198
"01/24/17 04:00:08" 0201
"01/24/17 05:00:11" 0201
"01/24/17 06:00:07" 0201
"01/24/17 07:00:10" 0204
"01/24/17 08:00:09" 0213
"01/24/17 09:00:08" 0204
"01/24/17 10:00:07" 0201
"01/24/17 11:00:09" 0201
"01/24/17 12:00:07" 0201
"01/24/17 13:00:11" 0201
"01/24/17 14:00:10" 0198
"01/24/17 15:00:08" 0201
"01/24/17 16:00:09" 0204
"01/24/17 17:00:07" 0204
"01/24/17 18:00:08" 0201
"01/24/17 19:00:08" 0210
"01/24/17 20:00:09" 0216
